reviews,labels
Round-trip Toronto to Dallas Sep 29 - 30. New A319 on both segments - aircraft clean and shiny. Paid for premium seat and well worth the $80 for the round trip. Lots of leg room exit row on return segment. AVOD and AC power available to all seats. Perhaps it's the new hardware making everyone happier - cabin crew was polite and friendly on both legs in contrast to several other AA flights in recent years.,1
Lufthansa flight LH763 from Delhi to Munich October 4th 2014. Out-dated and worn business class seats. Possible to recline fully but narrow. Really close to non-existent service. Despite few passengers in business class very slow and inattentive service. After initial take-off beverages no more drink service of water or anything else. Food quality like in a cheap charter flight. No one of the staff bothered to serve a quick breakfast to those passengers who wanted to sleep a bit longer not even a cup of coffee.,0
20 June 2014. Was booked on flight KOD72G Denver to Chicago for business. Like all my previous experiences flying on United not only does the flight board beyond the stated time we pull out of the gate 40 minutes late only to be told while sitting on the runway that we are going to be held 30 minutes in our position. It's bad enough that the seats are extremely small now we're delayed over 1 hour total which causes issues with our connections. These constant delays and poor service from the airline is unacceptable.,0
Flew on QF94 from LAX-MEL. The flight was delayed by an hour due to a connecting flight with most of the passengers being late. We pushed back to find there was an issue with a gauge on the aircraft and waited on the tarmac for another hour. The captain and crew kept everyone informed very well. The cabin crew were extremely friendly prompt and professional on the flight. The economy seat is not that comfortable for a 15 hour flight and I found myself walking around a lot more than I should because of that. Food was good for economy as well. Overall a very good flight.,1
Birmingham to Fuertventura. Plane left on time 8.15am and arrived on time. Birmingham airport is well organised and checking in was simple and quick. The planes are short on leg room and not the most comfortable for a 4 hour flight. The service on board was efficient and the cabin staff were friendly. The problem was at the destination. We had booked for transfers to our hotel and we had to wait over 2 hours for the bus. We contacted the Cosmos Rep and also the people in the airport who were organising the transfers. They smiled and said it will be here in a minute. It would have been cheaper and quicker to have caught the local public service bus.,1
Singapore-Kota Kinabalu return economy class. Very pleasant and punctual flights with decent meals extremely helpful flight attendants and a cheerful cabin. The service was exceptionally good for a short two-hour flight. I actually felt like an appreciated customer on this airline! Unfortunately this is not the norm these days but it should be..,1
WDH-TXL. Flight attendants could be friendlier. Once in Berlin transit security staff in Berlin took me too late to the gate and I stood on the bridge and watched in dismay as my LHR connecting flight departed without me and my young daughter while security staff were busy talking on the ground next to my bumped luggage. 2 hours later security staff demanded USD2000 from me to rebook my missed flights via LHR to Chicago claiming that this was because I had no airport transit visa. When I explained that there was a fax from BA about my arrival and connecting flight and the tardiness of the security staff I was rebooked without charge but no apology. Air Berlin told me that they were not British Airways although the flight showed their name and number as well yet they simply cancelled my Chicago-Des Moines confirmed reservation on American Airlines without explanation. This is extremely poor service from a OneWorld partner.,0
First time Air Transat and I was pleased. The option+ for extra leg room food 1 small bottle of sparkling wine a headset and a blanket sheet is worth it for $60 and you know where you will be seated. A330 great plane.,1
Business class CX135 HK to Melbourne 13 May 2015. We were coming off a 6 hour stopover from London and having spent the time in their Wings lounge. Good amenities and a great shower. The food and drinks selection was great. Tried an Asian soup from the Noodle bar and was nice. Boarding was a breeze and once on board the pampering begun. We had seats 20 D & G in the centre in the smaller rear cabin. Quiet and no through traffic. The service was excellent and the food and wine selection was just as good. Only a 9 hour flight so a quick movie and a few hours of sleep and its another excellent breakfast. One small issue was the head female attendant was very heavy handed on the perfume and I think that in a confined space like a plane very little or no perfume should be worn by staff or passengers as it can really effect people around you. Overall very happy with Cathay Pacific product and would fly with them again.,1
Washington Dulles via Amsterdam to Nairobi. The service was very competent and friendly. We had a mechanical problem with the aircraft from AMS-NBO which caused a significant delay. KLM did an excellent job communicating with passengers finding a new plane and calling in a new crew. Fortunately I was able to use the lounge but had friends in economy and they were all pleased with the service.,1
I have just returned from a holiday to Las Vegas which went from Glasgow & stopped in Philly. I wanted to write a review as I read others before I left and they were mostly all really bad so I was terrified about what to expect. I'm pleased to say I was more than pleasantly surprised by my travel experience. All flights left on time and were early arriving we actually got back into Glasgow 45 minutes earlier than expected! Staff were pleasant the flight was smooth and there was plenty of room in our seats. Even the food was good it was free on the transatlantic flight and we just bought our own snacks for the domestic flight however all flights had complimentary drinks which was more than I expected on the domestic ones. I have to say it's a shame for those that have had a bad experience but I want people to know that it doesn't always have to be bad.,1
Flew ATH-ZRH before connecting with Lufthansa. The aircraft was an Airbus A321. The cabin crew were very friendly their products were good. I can't say much about the entertainment. Drop down screens were describing Switzerland and showing the location of the flight (quite interesting to watch for a bit). I was pretty happy with them once I landed.,1
LS888 on 29th March. On the return leg of a weekend in Prague back to Manchester after having a significant delay on the way out we feared the worst but the plane was only marginally delayed setting off and then only slightly further delayed by strong head winds. The plane was 16 years old but had only been brought by Jet2 in January of this year so was smart and clean on the inside though I found the seats fairly narrow and uncomfortable. We felt the cabin crew were unprofessional they gossiped openly in front of us about how they had all been out until 5am that morning partying. They carried out the safety briefing with a look of extreme boredom in the end. Throughout the flight they spoke on the internal phone and every time they replaced it they slammed it with great force making a huge bang which after numerous occasions was very wearing. I felt the noisy announcements and attempts to sell were misplaced on an evening flight. Other than that the flight was okay but as usual Jet2 sold out of sandwiches and toasties. Plus we only had euros to hand and the exchange rate was daylight robbery. Two hot drinks and one Twix converted at 9 euros. Ouch. Unfortunately our English money was in the hand luggage which was of course nowhere near our seats. A man a couple of rows back from us was allowed to board the plane with four separate pieces of hand luggage filling an entire overhead bin. Why Jet2 cannot be stricter about hand luggage sizes and number of pieces I cannot understand. Towards the end of boarding all hand luggage had to be checked as so little space was left. Frankly it was all a bit shambolic and like the attitude of the cabin crew did not instil any confidence.,0
Dubai to Vienna / Boeing 767 in new business class. Seats are comfortable with enough privacy. Maybe for some travellers a bit narrow as the armrests and consoles are quite high. Cabin staff was ok - could have been friendlier. Food was a midnight snack (had chicken tikka) which was ok. Breakfast was eggs with toast yoghurt and fruit. Was very good and freshly cooked by the chef on board. Cabin was clean. Toilets without amenities (no hand lotion or eau de toilette). Lounge service in Dubai ok with good choice of food (hot and cold). Overall good experience but crew could have done more to make it memorable.,0
LHR-ZRH return on A320. Both flights on time. Leg room good. Sandwich and drinks out ice cream and beer on return and a Swiss chocolate.,1
I often travel with Aer Lingus from Belfast City to Gatwick and have also flown to Portugal with them as well. The flights are always on time staff polite and very helpful. I'm not a fan of flying long or short journeys but I enjoy the experience with Aer Lingus.,1
Went to Cancun with Sunwing January 2014. When we got to the YEG airport I have never seen a longer queue to check in. Took almost an hour to check in which is the longest it's ever taken me. I have flown many times with other airlines and never has it taken that long. Once we got to the desk the lady working was not very helpful and was rude not a good start to our vacation. Wouldn't let us have a carry on because it was too big. Same carry on we use with other airlines and it's never been a problem. The service on the plane was good and they give you a glass of champagne once you take off which I thought was nice. The food was good as well. On the way back our plane had to stop for gas so that delayed things by an hour and a half which no one was impressed by delays are understandable when flying however. I hope they come up with a faster system if I choose to fly Sunwing again.,0
I fly internationally about 4-6 times a year on various airlines and my recent Icelandair flights from Boston to Saint Petersburg was one of the best. The plane was new comfortable and very clean. The blankets they offered were plush and cozy. The airline doesn't offered free meals for economy class but the options offered for purchase are restaurant grade at a negligible cost (the most expensive dish was about 10 euros). I tried oatmeal salad and mini hamburgers all of which were delicious. All of these made the flight experience more pleasant than having free airline food like other airlines. I also appreciated the on time departures which insured that I did not worry about missing my tight connections. The staff was extremely friendly and gracious and even covered me with a blanket when I fell asleep on a flight from Saint Petersburg to Keflavik. I highly recommend using this wonderful airline where small details make a big difference.,1
The business class seat on this 777-300ER flight from Taipei to San Francisco has a reverse herring bone layout which I've never flown in. Am not a fan of the traditional herringbone layout but a reverse formation is much better for you face into the window and do not see any other passengers since you're facing away from them. It nearly feels like you're sitting in a recliner chair facing a window with a moving view while drinking champagne. The downside is that it's difficult to get out of the seat if you're sleeping or reclining. Also if you really want to see what's happening outside you have to awkwardly bend towards the window to get closer to the view. The service is somewhat uncompetitive to the other Asian airlines. The branding is old and stale. The green colour of the livery looks too much like a shipping company - EVA Air is an affiliate of Evergreen Shipping Line - and the green of the uniforms looks overly utilitarian. I did enjoy the food menu except for the Wolfberry jelly and the IFE had a considerable amount of entertainment options. The crew also offered a pyjama on this 12 hour flight which is always a good idea. What impressed me though was the very unique Rimowa toiletry bag - shaped like a mini Rimowa suitcase.,1
Maybe I was expecting too much from a regional flight. I was on CX 716 from Singapore to Hong Kong on 14th July. The economy class seats were the notorious shell seats and it was extremely uncomfortable. There was no lumbar support and the seat back was really hard. There was also no foot rest. In addition amenity kits and menus were not given out to us. What's worse was that when we boarded the flight not every seat had blankets and pillows on them and they were only available upon request and the entire process of passengers settling down into their seats was extremely chaotic as several passengers started requesting blankets and pillows from the cabin crew during pushback and the cabin crew were hurrying back and forth just to hand them the blankets and pillows. The food portions were also pretty small and I was still famished even after the meal service. The cutlery provided was also made of cheap plastic and not metal unlike on some other airlines. We were also not served tea or coffee throughout the flight. The cabin crew were in a rush to collect the meal trays from the passengers and when the pilot came on the speaker and requested for the cabin crew to take their seats for landing they did not even conduct a safety check for us such as making sure our seat belts were fastened window shades were lifted and hand carry items were placed under the seat in front of us. The only positive on my outbound journey from Singapore to Tokyo was that the cabin crew were really friendly and were always smiling. My inbound journey on CX was much better. I'll post a review on it after this.,0
Alicante to Gatwick 11th October 2013. Hand baggage only and checked in on my iPhone the app was very easy to use. There was a little confusion at the gate about which queue was what (i.e. Speed Boarding and the Other Queue) however announcements were made to clarify the confusion. One bag policy was an irritation (as was their militant- style checks of it) given that Monarch have now relaxed this as long as both bags fit within the allowance. Very warm welcome onboard by the crew. Seating tight but not too uncomfortable for a short flight - wouldn't fly with them mid-haul in those seats however. Allocated seating is a great improvement although there is still a mad rush to board for locker space. A fear seems to exist on low cost carriers in regards to this but I don't find this same mad rush on BA flights (when passengers tend to carry even more hand luggage). Selection of food and drink very extensive. Not too many announcements and no pushy sales. Service very warm and friendly. On time arrival and quick disembarkation. If easyJet can get smooth out the last remaining 'low cost feel' ruffles from their product (issues with hand luggage and more options to pay extra for space i.e. a blocked middle seat) I would consider them on par with BA 's product in Europe. easyJet have come a long way and overall I was quite pleased with the journey experience.,1
Mixed business and economy between Manchester and Boston. Staff provided warm professional service - first rate. Experience from check-in to baggage claim was hassle free. Business class food was great - much better than expected. Seat was very comfortable. Really good value for money - certainly will fly with them again.,1
Flew Bangkok to Copenhagen on A340 recently. Granted A340s are relatively new the business class seats seem to age already. The position adjuster is hard to use and one can never adjust individual segments such as recline or leg-rest. Everything was linked. If one wants to recline the leg-rest retracts first so one must raise one's legs slightly first. Rather odd. Video selection is way too thin for a long haul flight. Compared to what Singapore or ANA are offering in the same class the seats seem antiquated. SAS also has the odd rule of not allowing blankets on or shoes off during take off and landing. So after a good snooze the cabin crew yanks the blanket off 30 minutes prior to landing. A rather rude way to wake up. I miss Air New Zealand which allows the same class full recline during landing.,1
"A memorable experience on A380-800 with Singapore Airlines. SQ861 on 27/6, delayed by around half an hour, but flight crew handled the flight efficiently. Window seat on the A380-800 was slightly wider, more comfortable than other ordinary seats. Cabin crew provided highly professional service throughout the journey and had frequent cabin presence. An incredible range of inflight movies including Asian and international films, with fairly large screens. Inflight meal was above average, though not impressive. Cabin temperature was too cold and more than half of the passengers had put their blankets on. In general, considering the high level of service quality offered, this flight had a good value for money.",1
Flew domestic Mehrabad - Mashhad - Mehrabad a few weeks ago. The lounge at THR is professional and maintained served and supplied with food and beverages. Food was served even in economy on a short flight and it was good according to time of the day. Service next to none really!,1
Our flight from CCU-BOM on 26th July 2012 was rescheduled just because there were not enough passengers on the flight we booked we had an international connecting from Mumbai so we left early and had to wait for 10 hours in Mumbai to catch our connection. Service on the flight and the service from ground staff was unprofessional.,0
9th Feb TK70. We purchased our tickets from London to Istanbul and then from Istanbul on to Hong Kong almost as soon as they were released 11 months before we were due to travel. Perhaps because we booked through an online travel agent we were not offered seat selection at that point. We didn't worry too much because we assumed that the airlines default position would be to sit a couple together and after all we had booked very early. This turned out to be a naive assumption! When we attempted to check in online which was more than 36 hours before the Istanbul to Hong Kong flight the only seats available were at opposite ends of the cabin. Our pleas to the Turkish airlines office in London the check in desk at Gatwick and the transfer desk at Istanbul were all to no avail. This completely ruined the flight for me whilst I respect that the airline couldn't bump someone from a pre booked seat we should have been sat together by default at point of booking.,0
CPH-DOH-SGN and back 4 flights in total. Good product consistency. Crew helpful and reacting quickly on all call bells by passengers within 1-2 minutes maximum. Bar and food service great. One could though wish there were more after dinner liqueurs apart from just brandy. Rest of bar service is very good with choice of 2 red and 2 white wines of good quality even free (and real) champagne in Economy impressive! CPH-DOH-CPH 787 Dreamliner seats narrow. DOH-SGN-DOH A330 and more comfortable. Bathrooms kept tidy at all times with lotion and eau de toilette. Current airport in DOH is a nightmare and destroys the whole superb inflight experience. All in all excellent!,1
"Stockholm Arlanda - LAX, flight DY7087, 30 July 2015: Our flight home to LAX, was chartered out to EuroAtlantic Airways. We were supposed to fly home on a Boeing 787, but instead were flown on a very old Boeing 777. This was by far my worst experience with a long-haul flight, and I travel internationally about once every 1-2 years. I will not fly Norwegian for a long-haul flight again in the future. I guess you get what you pay for. Problems during pre-flight check-in process: My seat was reassigned from 13D to 53A. I had paid extra in order to choose my seat when I booked, and so this reassignment to the back of the plane was not something I was happy about. At least my husband and I were reassigned to seats next to each other, which was not the case for some passengers. The pre-boarding process was chaos. All passengers were required to stay in a small holding area for more than 1.5 hours while waiting for announcements from staff. Boarding took about 45 minutes to begin. There was then no further boarding announcements, just a sudden chaotic surge of people toward the gate. No order of boarding by rows or early boarding was done. So the boarding process itself took at least another hour. By this time our flight takeoff was delayed 2.5 hours. Features of this aircraft which were very disappointing: Aircraft was dirty and smelt. Dust and food particles on seats, trash stuck in various places, including in the ashtrays in the armrests. The entertainment system was basically non-functional. After messing around with it we discovered it had about 4 analog stations showing 3 TV comedy programs in a continuous loop. Often there was so much static they were impossible to watch. The audio outlets appeared to be for the old 3-prong type earphones from the 1980s. Using my own headset only allowed sound in one ear. The gluten free menu I had ordered was delivered promptly. The flight attendants would not collect my trash for about 2.5 hours after it was served, even when I requested it to be collected. No climate control (air vents) for passengers. It was all centrally controlled, so either was too hot or too cold the whole flight. With my window seat, the window shades (closed) were very hot as we flew over Greenland and Canada. This made the flight even more uncomfortable. Very limited beverage choices, and provided infrequently. We had to go to the galley at the rear of the plane twice to request water. Positives about this flight: The seats had footrests, which helped a bit with my lower back pain. Relatively smooth flight once we finally took off. ",0
HKG-ORD on B777 in Business. Despite a 90 minute delay a wonderful flight. Peaceful cabin environment comfortable seat excellent IFE good food and crisp professional attentive service. Hard to find many faults other than a somewhat sub-standard wine list. Would recommend Cathay for long haul business which is significantly better than their regional business product reviewed previously.,1
LHR-SEZ-SEZ. Our family trip was without incident. Plane was pretty empty on the way out so plenty of space to move around. Fortunately our flight was the first schedule for the re- opening of air space due to the volcanic ash. Plane full to capacity as expected. Cabin crew very accommodating able to obtain refreshments at any time.,1
YUL-YVR-YUL both legs on a tired looking A330-300. I checked in online and had carry-on luggage only so did not have any interaction with the check-in staff. Used the Maple Leaf Lounge on the domestic side in Montreal which is in dire need of a facelift and expansion as it tends to get very crowded at peak hours. Boarding was smooth and both flights left the gate and arrived on time. The pods are showing their age with worn-out and scuffed sections. Cabin lighting was dim and did not facilitate an airy environment. On-board service was typical AC style with FA's doing the absolute minimum required of them. Food and beverage choices were OK but it is time for an upgraded menu as they have had the same choices on transcontinental flights in Business Class for the past 4 years. IFE had a reasonable selection of movies but the sound quality was not the best even with my own noise- cancelling headphones. Washrooms like the aircraft itself looked old and run-down leaving the passengers with the impression that they were dirty. Air Canada prides itself in being voted the best North American Airline for several years in a row which I believe is giving them a totally false sense of accomplishment by comparing them to US carriers which are widely acknowledged as being inferior to Middle Eastern and Asian carriers. Although AC has made some progress in recent years uplifting its image and improving its service its progress has now stalled which if left unattended will push them back into the same mediocrity as the US carriers. It is time for them to start setting the bar higher and striving for a higher standard of service by looking to full-service Asian and Middle Eastern carriers as examples to follow.,0
Free allocated seats? This is a joke of a company they try to get money for one way or the other. It's free only if you Check-in 7 days before but if your trip is more than 7 days then you will need either to pay for the Â£5/Â£ 10 for choosing your seat and print and tale the printed ticket with you or you will need to pray that you can find internet and a printer on your holiday destination. I will not recommend this company to anyone. Avoid like plague.,0
I am always surprised to see some comments. Passengers don't bother to look for things and then blame the airline! The Lisbon TAP lounge is before passport control so if you are connecting in Lisbon all you need is trying to find it! As a frequent flyer I always try and find things. It is not that difficult. Anyway I have flown them on several occasions and in short haul they are the almost only ones serving food and wine in economy! I don't think any Spanish carrier does that Air France gives you cookies or a croissant only! Just took TAP again on a Dakar- Brussels via Lisbon and trip was good.,1
Last week I flew from Gatwick to Gambia. I have travelled world-wide in Economy with other airlines for much longer periods of time and although being cramped I have never had a problem. I never recline my seat however this journey was made extremely uncomfortable not by the person in front of me but the woman behind. For the first few hours of the flight she had had her feet digging into my back. An hour before we were due to land she woke up and I heard her tutting and mumbling then quite violently she shoved my seat forward and held it there. I was in a window seat in row 17 and had previously had the full view of my window and a bit of the one behind. Now I had half of my own window which shows how far forward she had rammed my seat. In response she hurled abuse at me saying that I have been squashing her the entire 6.5 hours etc. I was also quite relieved that I had just finished my cup of hot coffee that I was holding only minutes before. This of course is not a fault of the airline. I do however believe that if they want to reduce the space of the seats then they should not have the seats be able to recline or be moved at all. The plane was old and shabby and not ideal for a flight that long. I have been on shorter flights in Monarch planes that looked a lot better than this one. On the return flight I was at the back of the plane and nowhere near the group but as we geared up ready for take off suddenly all the power went out and there were a lot of ashen-faced passengers who were no doubt thinking that had better not happen in the air. We were switched to auxiliary power and told by a very apologetic pilot that it would not happen again. I will not be flying with Monarch again.,0
I had about a 10 hr non stop flight from Paris to New York. There was no in seat TV. Only 2-3 TVs in the aisle and they asked for $5 each for headphones to listen to the movies they were playing of their choice. All the flight attendants were rude. I needed a blanket but they denied this. Overall it was a lesson for me to avoid American Airlines flights wherever possible.,0
London To Bangkok (economy) Feb 8th returning 22nd. Good staff at both ends booking in was efficient and seamless. The e-ticket is very helpful as you have no worries about loosing your boarding cards. The plane was clean and airy. The seats were soft and spacious leg room was not an issue for me (I am 6ft). The AVOD was crammed with good movies music and games. Staff well turned out helpful and they were always smiling. Drinks were available at all times with juice and water runs made regularly. My only issue was the food. I had chicken and rice on both legs and it was poor both times. The deserts were very good better then many other airlines I have flown with.,1
Etihad is a cheaper airline but these people will not be given frequent flyer credit to passengers. My American Airline FF number was printed on boarding pass for each segment but I have yet to receive miles. I have been in touch with American Airlines as well as Etihad on several occasions but to no avail (sent them copies of boarding passes). ,0
Would never fly with United Airlines again we boarded the plane back from Florida to Newark to fly on to the UK to be greeted by miserable crew. This continued the whole of the flight. Anything asked of them seemed too much trouble food was awful and was practically thrown at us. Seating was so uncomfortable cramped together but the worst part was as we were coming into land at Newark the pilot overshot the runway had to pull back up very fast and circle to try again it all happened so fast - it was so scary but not one of the crew checked on any of us passengers one lady got up to be sick in the toilet - all we had was a female cabin crew shouting for her to get out of the toilet and sit down. A child around 9 yrs of age was beside himself but still no one came to check on us. We got down safely the second time after being told they were moving to another runway. But even after the plane got down safely not one of the crew came to see if anyone needed any help. The passengers are supposed to come first but in this instance none of us were. Wouldnt recommend this airline to anyone and will never fly with them again.,0
Dub to Madrid. Late departure due to passengers trying to take over sized bags onboard. Gate crew did a professional job of trying to take bags from people who should have known better. An almost full flight handled professionally by a competent crew. Nice Hot Irish Breakfast from the Buy on Board menu and regular updates from Captain during the trip. A great mid way service in terms of getting what you pay for with the care from the crew equivalent to that of any full service airline.,1
Travelled on flight AC033 Vancouver to Sydney on October 31. Again staff were rude and unhelpful. Inflight entertainment did not work in our row of seats for entire flight - 16 hours is a long time to listen to aircraft noise and read a book. Seat belt sign again used to excess and it did mean that tea and coffee were never served as no hot beverages when seat belt sign is on. Staff kept one toilet for their own use by claiming it was 'out of order'. One member of staff was extremely rude and loud actually shouting instructions at passengers. Would not fly internationally with Air Canada again.,0
Flew EK725 from Dubai to Dar Es Salaam 19/5/15. I often fly this route after flying from New Zealand and always prefer this older 777 as it consistently has a great crew brilliant service and food/drink. Much more attentive than the huge long business class on the A380's where crew walk for miles to ferry food and drink. I only marked them down on the seat as it is an older one and same for the inflight entertainment otherwise I would rather fly these older planes than the 380's apart from the bar area of course.,1
"Just completed GMP-HND-GMP for the long Buddha's Birthday holiday in Korea. Despite many negative reviews of 787 seat space I was pleasantly surprised with the amount of legroom I had at 5'11"" and 250 lbs (180 cm 115 kg). I had enough space between my knees and the seat and could extend my legs full under the seat in front of me. I had both middle and window seats. The cabin felt spacious with its large windows and overhead bin design that created the feeling of high ceilings. The automatic ""no shade"" window shade buttons were very effective with 9am clear sunny skies. The AVOD was new and well designed and had a large selection of movies but the flight was short so there wasn't time to finish anything. ANA boards lightning fast. Our flight from HND-GMP boarded 15 minutes late but we still pushed back on time! Airplane food normally receives nothing but bad reviews but I was quite pleased with the meal service (under two hour flight so it was all on one tray). The vegetables fish and noodles all tasted fresh and were well arranged. The snack mix is the best. Crispy salty and crunchy! They also had unique drink offerings - Kabosu juice (sweet and tart) as well as their own black tea.",1
Madrid to Beijing via Moscow. I paid 457 euro with taxes included which was a great price. The plane going over was shabby looking inside with no IFE. The food was just ok and the cabin crew never even smiled once or were standing at the door with leaving the plane. I say over all they need to improve on customer service and update the planes a little.,0
Johannesburg to New York JFK direct flight. Airbus A340-600. Great plane and pilots. Seats not bad at all I sat at the row 45 emergency exit. Check in went quickly since we had already got our boarding passes with our connecting domestic flight check in. Ground staff were friendly. After take off we were served drinks then a nice dinner. Between dinner and breakfast the cabin crew offered refreshments at least 5 times. They stopped at nothing to rectify the few personal entertainment systems that was out of order even moving passengers to other seats. Smooth flight took off on time and arrived 45 minutes early.,1
Returning from Paphos airport was chaos huge queues. When finally reaching check in I was informed my bag was too soft and directed to the special bag queue. My bag has travelled with me for over 15 years and was never deemed too soft. The staff that were there were either rude or of no help.,0
Very surprised full meal was served for a short flight between Hong Kong to Taipei. Ordered low sodium meal and it was really good with steamed fish and vegetables. Service is attentive and pleasant with smiles. Very impressive highly recommend. One of the excellent airlines in the world.,1
FRA to YYZ. Business class pods were wonderful. We fly these several times a year. The new Maple Leaf Lounge at FRA was beautiful! The food was fresh and plentiful power outlets were readily available spacious and the showers were excellent. The lounge is right on top of the departure gate resulting in a easy process to board the plane. Flew a 777. Pods were clean FA's were attentive and pleasant bathrooms were clean food was excellent for an airline and flight was uneventful (the way it should be). I am *A Gold. Fly AC mostly and most flights are pretty boring. Flights arrive and depart on time. Only one time in the past 12 months did my flights get cancelled or delayed. In this single case Air Canada had me rebooked quickly.,1
Boarded Aeroflot in Amsterdam for flight to Moscow. Just prior to departing the gate there was a loud commotion in the rear of the plane - it seems we were traveling with a restrained reluctant prisoner. We checked in for our return flight in St. Petersburg for Amsterdam. We requested that we and our luggage be booked thru to Detroit. the attendant assured us that it was done. Upon arrival in Amsterdam we were informed by KLM that they did not receive confirmation of our flight from Amsterdam to Detroit and our seats had been resold. 10 hours later we were aboard a Delta flight on the way home. The issue was not in translation because our request had been relayed by our Russian Tour director and our luggage was booked thru to Detroit. Never again.,0
WX 300 Cardiff to Edinburgh. 18th May. Return 19th May WX 310. Travelled from Cardrff to Edinburgh and was hugely impressed by the service. The attendants were very helpful and happy and the complimentary drinks and snacks came in handy. Shame they're leaving Cardiff airport.,1
RNO-DEN-IAD-BWI-LAS-RNO. Good fares pleasant staff on-time for the most part and when a delay comes up we are informed. This trip held true to that again. But my only issue on this trip and it is not a fault but rather a comment. Flying cross country non-stop on a 737 for 5 hours is a bit brutal. We did get on a brand new 737-800 for the longest sector from BWI to LAS which was nice but still a very long trip on a small plane that was packed to the hilt. The crew were pleasant on all sectors. The ground staff at BWI were great and the Skycap had us laughing. All in all a good product with no complaints really. Just remember to buy a meal before you get on a long flight and if you don't mind a long flight on a small plane then Southwest is the way to go. Plus you can't beat the two free check-in bags.,1
I travelled from LHR-PER stopped over in KL on my return. Travelled on A380 the seats food service and comfort were incredible. The inflight entertainment had a good variety of films. Cabin crew were courteous and friendly. I only have praise for Malaysia Airlines.,1
Positives : Food quality. Recent efforts to renew the fleet. Crew friendliness Non-smoking restrictions (though I'm a smoker I consider this a plus) Negatives : Delays (too frequent). Transit lounge (poor comfort). Business & First Class lounge (poor comfort as compared to other airlines). Hygiene on board (dirty WCs sometimes even dirty seats). Inflight entertainment (non-existent). Seating allocation (non-existent). Algiers airport duty free shopping and facilities (poor standards). One of the most expensive airline for $ per distance.,0
From Kunming to Dakha and return a few days later. Flights slightly delayed. Airplane clean. Food inedible. Announcements in English not readable. No recognition of Gold Skyteam membership. Sometimes one can really not understand how they managed to become a member of Skyteam.,1
LHR-CAI Flight left London about 20 mins late but time was made up and we arrived in Cairo about 15 mins ahead of schedule. The Economy Class food was reasonable. The flight was completely full including overhead locker space I asked the flight attendant if she could hang my jacket she asked for my boarding card and when I explained its in my cabin bag at the back of the overhead locker she rather abruptly replied without a boarding card cannot hang your jacket. In other airlines they just write the seat number down on a piece of paper and attach to the hanger. I'm not sure how old the A321 was as the interior looked very dated brown seats and brown curtains surprising given the exterior of the aircraft looks quite modern in light blue with red flashes.,1
AUH to GRU: Cabin was hot and meal wasn't very good. I'm not demanding in terms of food but was not happy to see my wife and children barely eating. I thought the a/c had a problem I just had a t-shirt on and I was sweating. Second leg back to AUH: Again the cabin was too hot - very uncomfortable. It seems nonsense to keep temperatures high inside the airplane until someone complains. The flight attendants were very nice. Food again was a problem: we barely touched our first meal the last meal at the end of our flight my wife and children didn't even accept. Seat comfort entertainment are the usual similar to Emirates. Unfortunately I will not give Etihad another chance.,0
"FRA-SIN in P/E. We had booked economy but gate staff announced a ""special"" price for surplus seats in premium economy. Well it wasn't bargain basement but a reasonable price. We had already enjoyed P/E on the way over to Europe so thought why not? P/E is well worthwhile and as mentioned for previous flights should be standard. It is just so more comfortable compared with economy but much more affordable than business. Food service all extremely good and IFE is now one of the best on any airline we have traveled with - fast and responsive with a good choice of channels. Lufthansa has had some mixed reviews but I feel it has lifted its game. A380 is a superb aircraft: super smooth and quiet. We arrived feeling surpassingly refreshed and I actually got some sleep on the overnight flight for once.",1
JED-RYD and RYD-KUW economy. The downside is the ground service. Long lines for check in even to just leave your bags if you checked in online. Boarding chaos no priority. Once on board all good nice and new comfortable planes nice FA. Always a full meal even on a 1 hour flight. Bags on belt fast all flights on time.,1
RUH-MNL-RUH on 2-Oct and return on 24-Oct. Both flights were on time. Food was ok especially on the return which served 3x on a 9.5 hrs flight 1 hot meal and 2 snacks. Seats were narrow and is not suitable for taller plus size people.,1
Flight from Melbourne to Brisbane on old 737. Started in Qantas Club whereby food was good but kids section is in need of a very urgent refurbishment. Flight departed on time staff were all friendly and professional food was a hot meal and was an improved offering compared to recent pas. More taste and more of it. Arrived slightly early and bags were ready by the time we got to there. The down side to Qantas is the variation in the 737 fleet and we coped an old one with no personal TV which in 2014 is just not good enough.,1
NCE-BRU-NCE. Check-in efficient. A little delay due to a technical problem and a lost passenger inside the Nice Terminal. Economy seating quite spacious in an A319 and surprising amount of legroom. Food and drinks are for purchase however the choice offered and the quality proposed is largely worth the expense. Flight arrived with a 20 minute delay however the disembarking process went on quickly. As always at BRU bags tend to take some time to arrive but the labyrinth that gets you there does somehow reduce the sense of wait. Return flight even better. Same quality service as outbound without the delay in an A320. Worth both your money and your time. Even with buy-on- board food.,1
EDW ZRH-CLB-MLE on the 6th feb. and MLE-ZRH on the 14th feb both in Y class. Outbound night flight with hot diner and breakfast. Perfect service friendly staff clean and confortable A330. One negative point on the night flight is that they wake up passengers 2h30 before landing in CLB very annoying. Then one hour stopover in CLB remaining on board. And 1h15 flight to MLE serving sandwiches. Return flight hot lunch MÃ¶venpick ice cream during movie sandwiches before landing and countless passes with the drink trolley. All in all perfect airline with a great level of service and food quality. This charter airline is way better than many legacy carriers around Europe.,0
